flow_id,src,dst,proto,prediction,attack_type,confidence,duration,bytes,anomaly_flag
flow_42127,N/A,N/A,6,NORMAL,Normal,95.0,7982059.0,1375.0,1
flow_42128,N/A,N/A,6,NORMAL,Normal,94.52,11524993.0,6.0,1
flow_42129,N/A,N/A,6,NORMAL,Normal,94.52,11525160.0,6.0,1
flow_42130,N/A,N/A,6,NORMAL,Normal,94.52,11528983.0,6.0,1
flow_42131,N/A,N/A,6,NORMAL,Normal,94.52,11527974.0,6.0,1
flow_42132,N/A,N/A,6,NORMAL,Normal,94.52,11524024.0,6.0,1
flow_42133,N/A,N/A,6,NORMAL,Normal,93.57,72670854.0,11613.0,1
flow_42134,N/A,N/A,6,NORMAL,Normal,93.57,72672522.0,11613.0,1
flow_42135,N/A,N/A,6,NORMAL,Normal,93.57,72710934.0,11607.0,1
flow_42136,N/A,N/A,6,NORMAL,Normal,93.57,72710934.0,11607.0,1
flow_42137,N/A,N/A,6,NORMAL,Normal,94.52,7077187.0,6.0,1
flow_42138,N/A,N/A,6,NORMAL,Normal,94.52,7073109.0,6.0,1
flow_42139,N/A,N/A,6,NORMAL,Normal,94.52,7073129.0,6.0,1
flow_42140,N/A,N/A,6,NORMAL,Normal,94.52,7075314.0,6.0,1
flow_42141,N/A,N/A,6,NORMAL,Normal,94.52,7073167.0,6.0,1
flow_42142,N/A,N/A,6,NORMAL,Normal,94.52,10609087.0,6.0,1
flow_42143,N/A,N/A,6,NORMAL,Normal,94.52,10607063.0,6.0,1
flow_42144,N/A,N/A,6,NORMAL,Normal,94.52,10609071.0,6.0,1
flow_42145,N/A,N/A,6,NORMAL,Normal,94.52,10611053.0,6.0,1
flow_42146,N/A,N/A,6,NORMAL,Normal,94.52,10609070.0,6.0,1
flow_42147,N/A,N/A,6,NORMAL,Normal,94.52,10611084.0,6.0,1
flow_42148,N/A,N/A,6,NORMAL,Normal,93.1,868152.0,11607.0,1
flow_42149,N/A,N/A,6,NORMAL,Normal,93.57,71738659.0,11607.0,1
flow_42150,N/A,N/A,6,NORMAL,Normal,93.57,71738658.0,11607.0,1
flow_42151,N/A,N/A,6,NORMAL,Normal,93.57,71735789.0,11613.0,1
flow_42152,N/A,N/A,6,NORMAL,Normal,93.57,71735671.0,11613.0,1
flow_42153,N/A,N/A,6,NORMAL,Normal,93.57,71739263.0,11613.0,1
flow_42154,N/A,N/A,6,NORMAL,Normal,93.57,71732773.0,12982.0,1
flow_42155,N/A,N/A,6,NORMAL,Normal,93.57,71732657.0,12982.0,1
flow_42156,N/A,N/A,6,NORMAL,Normal,93.57,71735988.0,11613.0,1
flow_42157,N/A,N/A,6,NORMAL,Normal,93.57,71735873.0,11613.0,1
flow_42158,N/A,N/A,6,NORMAL,Normal,94.52,5991100.0,6.0,1
flow_42159,N/A,N/A,6,NORMAL,Normal,95.0,5991075.0,1375.0,1
flow_42160,N/A,N/A,6,NORMAL,Normal,95.0,5987116.0,1375.0,1
flow_42161,N/A,N/A,6,NORMAL,Normal,94.52,5993102.0,6.0,1
flow_42162,N/A,N/A,6,NORMAL,Normal,94.52,5993106.0,6.0,1
flow_42163,N/A,N/A,6,NORMAL,Normal,94.52,5987085.0,6.0,1
flow_42164,N/A,N/A,6,NORMAL,Normal,94.52,5994076.0,6.0,1
flow_42165,N/A,N/A,6,NORMAL,Normal,94.52,5986153.0,6.0,1
flow_42166,N/A,N/A,6,NORMAL,Normal,94.52,5992169.0,6.0,1
flow_42167,N/A,N/A,6,NORMAL,Normal,94.52,5992187.0,6.0,1
flow_42168,N/A,N/A,6,NORMAL,Normal,95.0,9519021.0,1375.0,1
flow_42169,N/A,N/A,6,NORMAL,Normal,94.52,9520009.0,6.0,1
flow_42170,N/A,N/A,6,NORMAL,Normal,94.52,9529987.0,6.0,1
flow_42171,N/A,N/A,6,NORMAL,Normal,94.52,9524993.0,6.0,1
flow_42172,N/A,N/A,6,NORMAL,Normal,95.0,9518964.0,1375.0,1
flow_42173,N/A,N/A,6,NORMAL,Normal,95.0,9518977.0,1375.0,1
flow_42174,N/A,N/A,6,NORMAL,Normal,94.52,9525003.0,6.0,1
flow_42175,N/A,N/A,6,NORMAL,Normal,95.0,9518923.0,1375.0,1
flow_42176,N/A,N/A,6,NORMAL,Normal,94.52,9520004.0,6.0,1
flow_42177,N/A,N/A,6,NORMAL,Normal,93.57,1017819.0,11601.0,1
flow_42178,N/A,N/A,6,NORMAL,Normal,93.57,72583302.0,11607.0,1
flow_42179,N/A,N/A,6,NORMAL,Normal,93.57,72587330.0,11607.0,1
flow_42180,N/A,N/A,6,NORMAL,Normal,93.57,72587472.0,11607.0,1
flow_42181,N/A,N/A,6,NORMAL,Normal,93.57,72587515.0,11607.0,1
flow_42182,N/A,N/A,6,NORMAL,Normal,93.57,72579863.0,11607.0,1
flow_42183,N/A,N/A,6,NORMAL,Normal,93.57,72579707.0,11607.0,1
flow_42184,N/A,N/A,6,NORMAL,Normal,93.57,72692307.0,11613.0,1
flow_42185,N/A,N/A,6,NORMAL,Normal,93.57,72693720.0,11613.0,1
flow_42186,N/A,N/A,6,NORMAL,Normal,94.52,8604092.0,6.0,1
flow_42187,N/A,N/A,6,NORMAL,Normal,94.52,8607991.0,6.0,1
flow_42188,N/A,N/A,6,NORMAL,Normal,94.52,8608032.0,6.0,1
flow_42189,N/A,N/A,6,NORMAL,Normal,94.52,8607989.0,6.0,1
flow_42190,N/A,N/A,6,NORMAL,Normal,94.52,8604076.0,6.0,1
flow_42191,N/A,N/A,6,NORMAL,Normal,94.52,8599978.0,6.0,1
flow_42192,N/A,N/A,6,NORMAL,Normal,93.57,71733325.0,11607.0,1
flow_42193,N/A,N/A,6,NORMAL,Normal,93.57,71733925.0,11613.0,1
flow_42194,N/A,N/A,6,NORMAL,Normal,93.57,71733418.0,11607.0,1
flow_42195,N/A,N/A,6,NORMAL,Normal,94.52,3988127.0,6.0,1
flow_42196,N/A,N/A,6,NORMAL,Normal,94.52,3987169.0,6.0,1
flow_42197,N/A,N/A,6,NORMAL,Normal,94.52,3988123.0,6.0,1
flow_42198,N/A,N/A,6,NORMAL,Normal,94.52,3988231.0,6.0,1
flow_42199,N/A,N/A,6,NORMAL,Normal,94.52,3988119.0,6.0,1
flow_42200,N/A,N/A,6,NORMAL,Normal,95.0,3973130.0,1375.0,1
flow_42201,N/A,N/A,6,NORMAL,Normal,95.0,3973125.0,1375.0,1
flow_42202,N/A,N/A,6,NORMAL,Normal,94.52,3983154.0,6.0,1
flow_42203,N/A,N/A,6,NORMAL,Normal,94.52,3988232.0,6.0,1
flow_42204,N/A,N/A,6,NORMAL,Normal,94.52,3983175.0,6.0,1
flow_42205,N/A,N/A,6,NORMAL,Normal,94.52,3983165.0,6.0,1
flow_42206,N/A,N/A,6,NORMAL,Normal,95.0,3981198.0,1375.0,1
flow_42207,N/A,N/A,6,NORMAL,Normal,94.52,3971464.0,6.0,1
flow_42208,N/A,N/A,6,NORMAL,Normal,94.52,3983170.0,6.0,1
flow_42209,N/A,N/A,6,NORMAL,Normal,94.52,7520020.0,6.0,1
flow_42210,N/A,N/A,6,NORMAL,Normal,94.52,7522023.0,6.0,1
flow_42211,N/A,N/A,6,NORMAL,Normal,94.52,7522978.0,6.0,1
flow_42212,N/A,N/A,6,NORMAL,Normal,94.52,7523125.0,6.0,1
flow_42213,N/A,N/A,6,NORMAL,Normal,94.52,7522018.0,6.0,1
flow_42214,N/A,N/A,6,NORMAL,Normal,94.52,7523033.0,6.0,1
flow_42215,N/A,N/A,6,NORMAL,Normal,94.52,7522024.0,6.0,1
flow_42216,N/A,N/A,6,NORMAL,Normal,94.52,7523031.0,6.0,1
flow_42217,N/A,N/A,6,NORMAL,Normal,93.57,713714.0,11607.0,1
flow_42218,N/A,N/A,6,NORMAL,Normal,93.57,105385.0,11607.0,1
flow_42219,N/A,N/A,6,ATTACK,Anomaly,29.1,28181.0,11607.0,-1
flow_42220,N/A,N/A,6,NORMAL,Normal,93.57,256335.0,8687.0,1
flow_42221,N/A,N/A,6,NORMAL,Normal,93.57,72591405.0,11607.0,1
flow_42222,N/A,N/A,6,NORMAL,Normal,93.57,72699217.0,11613.0,1
flow_42223,N/A,N/A,6,NORMAL,Normal,93.57,72699214.0,11613.0,1
flow_42224,N/A,N/A,6,NORMAL,Normal,91.68,72698730.0,11613.0,1
flow_42225,N/A,N/A,6,NORMAL,Normal,93.57,72698665.0,11613.0,1
flow_42226,N/A,N/A,6,NORMAL,Normal,91.68,72710622.0,11613.0,1
flow_42227,N/A,N/A,6,NORMAL,Normal,93.57,72700250.0,11613.0,1
flow_42228,N/A,N/A,6,NORMAL,Normal,93.57,72712862.0,11613.0,1
flow_42229,N/A,N/A,6,NORMAL,Normal,93.57,72714533.0,11613.0,1
flow_42230,N/A,N/A,6,NORMAL,Normal,93.57,72714427.0,11613.0,1
flow_42231,N/A,N/A,6,NORMAL,Normal,93.57,72713132.0,11613.0,1
flow_42232,N/A,N/A,6,NORMAL,Normal,93.57,72712934.0,11613.0,1
flow_42233,N/A,N/A,6,NORMAL,Normal,93.57,72716446.0,11613.0,1
flow_42234,N/A,N/A,6,NORMAL,Normal,93.57,72720868.0,11607.0,1
flow_42235,N/A,N/A,6,NORMAL,Normal,94.52,3076116.0,6.0,1
flow_42236,N/A,N/A,6,NORMAL,Normal,94.52,3071081.0,6.0,1
flow_42237,N/A,N/A,6,NORMAL,Normal,94.52,3075125.0,6.0,1
flow_42238,N/A,N/A,6,NORMAL,Normal,94.52,3075223.0,6.0,1
flow_42239,N/A,N/A,6,NORMAL,Normal,94.52,3075220.0,6.0,1
flow_42240,N/A,N/A,6,NORMAL,Normal,94.52,3071089.0,6.0,1
flow_42241,N/A,N/A,6,NORMAL,Normal,94.52,3072057.0,6.0,1
flow_42242,N/A,N/A,6,NORMAL,Normal,94.52,3071076.0,6.0,1
flow_42243,N/A,N/A,6,NORMAL,Normal,94.52,3071089.0,6.0,1
flow_42244,N/A,N/A,6,NORMAL,Normal,94.52,3077066.0,6.0,1
flow_42245,N/A,N/A,6,NORMAL,Normal,94.52,3077086.0,6.0,1
flow_42246,N/A,N/A,6,NORMAL,Normal,94.52,3078061.0,6.0,1
flow_42247,N/A,N/A,6,NORMAL,Normal,94.52,6610995.0,6.0,1
flow_42248,N/A,N/A,6,NORMAL,Normal,94.52,6609957.0,6.0,1
flow_42249,N/A,N/A,6,NORMAL,Normal,94.52,6611000.0,6.0,1
flow_42250,N/A,N/A,6,NORMAL,Normal,94.52,6609961.0,6.0,1
flow_42251,N/A,N/A,6,NORMAL,Normal,94.52,6606001.0,6.0,1
flow_42252,N/A,N/A,6,NORMAL,Normal,94.52,6609928.0,6.0,1
flow_42253,N/A,N/A,6,NORMAL,Normal,94.52,6611003.0,6.0,1
flow_42254,N/A,N/A,6,NORMAL,Normal,94.52,6609966.0,6.0,1
flow_42255,N/A,N/A,6,NORMAL,Normal,94.52,6605122.0,6.0,1
flow_42256,N/A,N/A,6,NORMAL,Normal,94.52,6605941.0,6.0,1
flow_42257,N/A,N/A,6,NORMAL,Normal,94.52,6611000.0,6.0,1
flow_42258,N/A,N/A,6,NORMAL,Normal,94.52,6609950.0,6.0,1
flow_42259,N/A,N/A,6,NORMAL,Normal,94.52,6610966.0,6.0,1
flow_42260,N/A,N/A,6,NORMAL,Normal,94.52,6606051.0,6.0,1
flow_42261,N/A,N/A,6,NORMAL,Normal,91.68,71738606.0,11613.0,1
flow_42262,N/A,N/A,6,NORMAL,Normal,93.57,71737584.0,11613.0,1
flow_42263,N/A,N/A,6,NORMAL,Normal,93.57,72224761.0,11613.0,1
flow_42264,N/A,N/A,6,NORMAL,Normal,93.57,72160584.0,11613.0,1
flow_42265,N/A,N/A,6,NORMAL,Normal,93.57,72160578.0,11613.0,1
flow_42266,N/A,N/A,6,NORMAL,Normal,93.57,73491111.0,11607.0,1
flow_42267,N/A,N/A,6,NORMAL,Normal,93.1,1002949.0,11607.0,1
flow_42268,N/A,N/A,6,NORMAL,Normal,93.57,72587518.0,11607.0,1
flow_42269,N/A,N/A,6,NORMAL,Normal,93.57,72632354.0,11613.0,1
flow_42270,N/A,N/A,6,NORMAL,Normal,93.57,72632343.0,11613.0,1
flow_42271,N/A,N/A,6,NORMAL,Normal,93.57,72636399.0,11613.0,1
flow_42272,N/A,N/A,6,NORMAL,Normal,93.57,72633550.0,11613.0,1
flow_42273,N/A,N/A,6,NORMAL,Normal,93.57,72633462.0,11613.0,1
flow_42274,N/A,N/A,6,NORMAL,Normal,93.57,72636795.0,11613.0,1
flow_42275,N/A,N/A,6,NORMAL,Normal,93.57,72632534.0,11613.0,1
flow_42276,N/A,N/A,6,NORMAL,Normal,93.57,72634768.0,11613.0,1
flow_42277,N/A,N/A,6,NORMAL,Normal,93.57,72638680.0,11613.0,1
flow_42278,N/A,N/A,6,NORMAL,Normal,93.57,72634604.0,11613.0,1
flow_42279,N/A,N/A,6,NORMAL,Normal,93.57,72638437.0,11613.0,1
flow_42280,N/A,N/A,6,NORMAL,Normal,93.57,72643590.0,11607.0,1
flow_42281,N/A,N/A,6,NORMAL,Normal,93.57,72640254.0,11607.0,1
flow_42282,N/A,N/A,6,NORMAL,Normal,93.57,72644250.0,11607.0,1
flow_42283,N/A,N/A,6,NORMAL,Normal,93.57,72663049.0,12976.0,1
flow_42284,N/A,N/A,6,NORMAL,Normal,93.57,72658936.0,12976.0,1
flow_42285,N/A,N/A,6,NORMAL,Normal,93.57,72663041.0,12976.0,1
flow_42286,N/A,N/A,6,NORMAL,Normal,91.68,72663055.0,12976.0,1
flow_42287,N/A,N/A,6,NORMAL,Normal,94.52,1062976.0,1375.0,1
flow_42288,N/A,N/A,6,NORMAL,Normal,94.52,1063225.0,1375.0,1
flow_42289,N/A,N/A,6,NORMAL,Normal,93.57,1075039.0,6.0,1
flow_42290,N/A,N/A,6,NORMAL,Normal,94.52,1078016.0,1375.0,1
flow_42291,N/A,N/A,6,NORMAL,Normal,93.57,1075047.0,6.0,1
flow_42292,N/A,N/A,6,NORMAL,Normal,93.57,1072075.0,6.0,1
flow_42293,N/A,N/A,6,NORMAL,Normal,93.57,1067169.0,6.0,1
flow_42294,N/A,N/A,6,NORMAL,Normal,93.57,1070082.0,6.0,1
flow_42295,N/A,N/A,6,NORMAL,Normal,93.57,1070106.0,6.0,1
flow_42296,N/A,N/A,6,NORMAL,Normal,93.57,1067040.0,6.0,1
flow_42297,N/A,N/A,6,NORMAL,Normal,93.57,1066041.0,6.0,1
flow_42298,N/A,N/A,6,NORMAL,Normal,93.57,1068171.0,6.0,1
flow_42299,N/A,N/A,6,NORMAL,Normal,94.52,4605916.0,6.0,1
flow_42300,N/A,N/A,6,NORMAL,Normal,94.52,4605931.0,6.0,1
flow_42301,N/A,N/A,6,NORMAL,Normal,94.52,4600959.0,6.0,1
flow_42302,N/A,N/A,6,NORMAL,Normal,94.52,4605994.0,6.0,1
flow_42303,N/A,N/A,6,NORMAL,Normal,94.52,4601018.0,6.0,1
flow_42304,N/A,N/A,6,NORMAL,Normal,94.52,4605978.0,6.0,1
flow_42305,N/A,N/A,6,NORMAL,Normal,94.52,4602937.0,6.0,1
flow_42306,N/A,N/A,6,NORMAL,Normal,94.52,4601017.0,6.0,1
flow_42307,N/A,N/A,6,NORMAL,Normal,93.57,243458.0,11607.0,1
flow_42308,N/A,N/A,6,NORMAL,Normal,93.57,71742819.0,11613.0,1
flow_42309,N/A,N/A,6,NORMAL,Normal,93.57,71740896.0,11613.0,1
flow_42310,N/A,N/A,6,NORMAL,Normal,93.57,71747355.0,11613.0,1
flow_42311,N/A,N/A,6,NORMAL,Normal,93.57,71743316.0,11607.0,1
flow_42312,N/A,N/A,6,NORMAL,Normal,93.57,71747364.0,11607.0,1
flow_42313,N/A,N/A,6,NORMAL,Normal,93.57,73440949.0,11613.0,1
flow_42314,N/A,N/A,6,NORMAL,Normal,93.57,73440926.0,11613.0,1
flow_42315,N/A,N/A,6,NORMAL,Normal,93.57,73440767.0,11613.0,1
flow_42316,N/A,N/A,6,NORMAL,Normal,93.57,73440615.0,11613.0,1
flow_42317,N/A,N/A,6,NORMAL,Normal,93.57,73496544.0,11607.0,1
flow_42318,N/A,N/A,6,NORMAL,Normal,93.57,73493642.0,11613.0,1
flow_42319,N/A,N/A,6,NORMAL,Normal,93.57,73493576.0,11613.0,1
flow_42320,N/A,N/A,6,NORMAL,Normal,93.57,73500592.0,11613.0,1
flow_42321,N/A,N/A,6,NORMAL,Normal,93.57,73496961.0,11613.0,1
flow_42322,N/A,N/A,6,NORMAL,Normal,93.57,73492822.0,12982.0,1
flow_42323,N/A,N/A,6,NORMAL,Normal,93.57,73500622.0,11613.0,1
flow_42324,N/A,N/A,6,NORMAL,Normal,94.52,11018802.0,6.0,1
flow_42325,N/A,N/A,6,NORMAL,Normal,94.52,11014728.0,6.0,1
flow_42326,N/A,N/A,6,NORMAL,Normal,94.52,11014730.0,6.0,1
flow_42327,N/A,N/A,6,NORMAL,Normal,95.0,11015762.0,1375.0,1
flow_42328,N/A,N/A,6,NORMAL,Normal,95.0,11011748.0,1375.0,1
flow_42329,N/A,N/A,6,NORMAL,Normal,94.52,11015706.0,6.0,1
flow_42330,N/A,N/A,6,NORMAL,Normal,94.52,11014763.0,6.0,1
flow_42331,N/A,N/A,6,NORMAL,Normal,94.52,11016721.0,6.0,1
flow_42332,N/A,N/A,6,NORMAL,Normal,94.52,11016688.0,6.0,1
flow_42333,N/A,N/A,6,NORMAL,Normal,94.52,11015759.0,6.0,1
flow_42334,N/A,N/A,6,NORMAL,Normal,94.52,11015756.0,6.0,1
flow_42335,N/A,N/A,6,NORMAL,Normal,94.52,3527089.0,6.0,1
flow_42336,N/A,N/A,6,NORMAL,Normal,94.52,3525994.0,6.0,1
flow_42337,N/A,N/A,6,NORMAL,Normal,94.52,3526993.0,6.0,1
flow_42338,N/A,N/A,6,NORMAL,Normal,94.52,3526992.0,6.0,1
flow_42339,N/A,N/A,6,NORMAL,Normal,94.52,3515004.0,6.0,1
flow_42340,N/A,N/A,6,NORMAL,Normal,94.52,3522979.0,6.0,1
flow_42341,N/A,N/A,6,NORMAL,Normal,94.52,3526992.0,6.0,1
flow_42342,N/A,N/A,6,NORMAL,Normal,92.62,3515010.0,4301.0,1
flow_42343,N/A,N/A,6,NORMAL,Normal,94.52,3516007.0,6.0,1
flow_42344,N/A,N/A,6,NORMAL,Normal,94.52,3521944.0,6.0,1
flow_42345,N/A,N/A,6,NORMAL,Normal,94.52,3526946.0,6.0,1
flow_42346,N/A,N/A,6,NORMAL,Normal,93.57,1049978.0,11607.0,1
flow_42347,N/A,N/A,6,NORMAL,Normal,93.57,72641394.0,11613.0,1
flow_42348,N/A,N/A,6,NORMAL,Normal,93.57,72641345.0,11613.0,1
flow_42349,N/A,N/A,6,NORMAL,Normal,93.57,72695751.0,11613.0,1
flow_42350,N/A,N/A,6,NORMAL,Normal,94.52,10087833.0,6.0,1
flow_42351,N/A,N/A,6,NORMAL,Normal,94.52,10091813.0,6.0,1
flow_42352,N/A,N/A,6,NORMAL,Normal,94.52,10091817.0,6.0,1
flow_42353,N/A,N/A,6,NORMAL,Normal,94.52,10087824.0,6.0,1
flow_42354,N/A,N/A,6,NORMAL,Normal,94.52,10087829.0,6.0,1
flow_42355,N/A,N/A,6,ATTACK,Anomaly,29.88,37153.0,5852.0,-1
flow_42356,N/A,N/A,6,NORMAL,Normal,92.15,249792.0,11607.0,1
flow_42357,N/A,N/A,6,NORMAL,Normal,93.57,244888.0,10147.0,1
flow_42358,N/A,N/A,6,NORMAL,Normal,93.57,259622.0,11607.0,1
flow_42359,N/A,N/A,6,NORMAL,Normal,93.57,255111.0,11607.0,1
flow_42360,N/A,N/A,6,NORMAL,Normal,92.62,254031.0,5767.0,1
flow_42361,N/A,N/A,6,NORMAL,Normal,93.57,71744396.0,11613.0,1
flow_42362,N/A,N/A,6,NORMAL,Normal,93.57,71744187.0,11613.0,1
flow_42363,N/A,N/A,6,NORMAL,Normal,93.57,71743265.0,11613.0,1
flow_42364,N/A,N/A,6,NORMAL,Normal,93.57,71743262.0,11613.0,1
flow_42365,N/A,N/A,6,NORMAL,Normal,93.57,71745264.0,11607.0,1
flow_42366,N/A,N/A,6,NORMAL,Normal,93.57,73443008.0,11613.0,1
flow_42367,N/A,N/A,6,NORMAL,Normal,93.57,73443012.0,11613.0,1
flow_42368,N/A,N/A,6,NORMAL,Normal,93.57,73434788.0,12982.0,1
flow_42369,N/A,N/A,6,NORMAL,Normal,93.57,73443016.0,11613.0,1
flow_42370,N/A,N/A,6,NORMAL,Normal,91.68,73498899.0,12988.0,1
flow_42371,N/A,N/A,6,NORMAL,Normal,93.57,73494798.0,11613.0,1
flow_42372,N/A,N/A,6,NORMAL,Normal,94.52,9011767.0,6.0,1
flow_42373,N/A,N/A,6,NORMAL,Normal,94.52,9009725.0,6.0,1
flow_42374,N/A,N/A,6,NORMAL,Normal,94.52,9008775.0,6.0,1
flow_42375,N/A,N/A,6,NORMAL,Normal,94.52,9009684.0,6.0,1
flow_42376,N/A,N/A,6,NORMAL,Normal,94.52,9009743.0,6.0,1
flow_42377,N/A,N/A,6,NORMAL,Normal,94.52,9009706.0,6.0,1
flow_42378,N/A,N/A,6,NORMAL,Normal,94.52,9011757.0,6.0,1
flow_42379,N/A,N/A,6,NORMAL,Normal,94.52,9011802.0,6.0,1
flow_42380,N/A,N/A,6,NORMAL,Normal,94.52,9011804.0,6.0,1
flow_42381,N/A,N/A,6,NORMAL,Normal,95.0,9003756.0,1375.0,1
flow_42382,N/A,N/A,6,NORMAL,Normal,94.52,9003774.0,6.0,1
flow_42383,N/A,N/A,6,NORMAL,Normal,94.52,9011914.0,6.0,1
flow_42384,N/A,N/A,6,NORMAL,Normal,94.52,9001907.0,6.0,1
flow_42385,N/A,N/A,6,NORMAL,Normal,94.52,9006803.0,6.0,1
flow_42386,N/A,N/A,6,NORMAL,Normal,94.52,9003722.0,6.0,1
flow_42387,N/A,N/A,6,NORMAL,Normal,94.52,1517028.0,6.0,1
flow_42388,N/A,N/A,6,NORMAL,Normal,94.52,1521921.0,6.0,1
flow_42389,N/A,N/A,6,NORMAL,Normal,94.52,1516045.0,6.0,1
flow_42390,N/A,N/A,6,NORMAL,Normal,94.52,1517014.0,6.0,1
flow_42391,N/A,N/A,6,NORMAL,Normal,93.1,1521918.0,6.0,1
flow_42392,N/A,N/A,6,NORMAL,Normal,93.1,1514072.0,6.0,1
flow_42393,N/A,N/A,6,NORMAL,Normal,94.52,1517000.0,6.0,1
flow_42394,N/A,N/A,6,NORMAL,Normal,94.52,1517017.0,6.0,1
flow_42395,N/A,N/A,6,NORMAL,Normal,94.52,1521992.0,6.0,1
flow_42396,N/A,N/A,6,NORMAL,Normal,94.52,1517003.0,6.0,1
flow_42397,N/A,N/A,6,NORMAL,Normal,94.52,1517012.0,6.0,1
flow_42398,N/A,N/A,6,NORMAL,Normal,93.1,962973.0,11607.0,1
flow_42399,N/A,N/A,6,NORMAL,Normal,93.57,72639198.0,11613.0,1
flow_42400,N/A,N/A,6,NORMAL,Normal,93.57,72707232.0,11613.0,1
flow_42401,N/A,N/A,6,NORMAL,Normal,93.57,72707028.0,11613.0,1
flow_42402,N/A,N/A,6,NORMAL,Normal,93.57,72710886.0,11607.0,1
flow_42403,N/A,N/A,6,NORMAL,Normal,93.57,72710886.0,11607.0,1
flow_42404,N/A,N/A,6,NORMAL,Normal,95.0,8085756.0,1375.0,1
flow_42405,N/A,N/A,6,NORMAL,Normal,95.0,8084893.0,1375.0,1
flow_42406,N/A,N/A,6,NORMAL,Normal,95.0,8084968.0,1375.0,1
flow_42407,N/A,N/A,6,NORMAL,Normal,94.52,8089762.0,6.0,1
flow_42408,N/A,N/A,6,NORMAL,Normal,94.52,8089785.0,6.0,1
flow_42409,N/A,N/A,6,NORMAL,Normal,94.52,8089800.0,6.0,1
flow_42410,N/A,N/A,6,NORMAL,Normal,93.57,72208918.0,11613.0,1
flow_42411,N/A,N/A,6,NORMAL,Normal,93.57,72710591.0,11613.0,1
flow_42412,N/A,N/A,6,NORMAL,Normal,93.57,73465863.0,11613.0,1
flow_42413,N/A,N/A,6,NORMAL,Normal,93.57,73465579.0,11613.0,1
flow_42414,N/A,N/A,6,NORMAL,Normal,93.57,73465566.0,11613.0,1
flow_42415,N/A,N/A,6,NORMAL,Normal,93.57,73469569.0,11613.0,1
flow_42416,N/A,N/A,6,NORMAL,Normal,93.57,73467198.0,11613.0,1
flow_42417,N/A,N/A,6,NORMAL,Normal,93.57,73465935.0,11613.0,1
flow_42418,N/A,N/A,6,NORMAL,Normal,93.57,73469341.0,11613.0,1
flow_42419,N/A,N/A,6,NORMAL,Normal,93.57,73469233.0,11613.0,1
flow_42420,N/A,N/A,6,NORMAL,Normal,93.57,73468254.0,11613.0,1
flow_42421,N/A,N/A,6,NORMAL,Normal,93.57,73001871.0,11607.0,1
flow_42422,N/A,N/A,6,NORMAL,Normal,93.57,73092396.0,11613.0,1
flow_42423,N/A,N/A,6,NORMAL,Normal,94.52,7474761.0,6.0,1
flow_42424,N/A,N/A,6,NORMAL,Normal,94.52,7470713.0,6.0,1
flow_42425,N/A,N/A,6,NORMAL,Normal,94.52,7474621.0,6.0,1
flow_42426,N/A,N/A,6,NORMAL,Normal,94.52,7474775.0,6.0,1
flow_42427,N/A,N/A,6,NORMAL,Normal,94.52,7469860.0,6.0,1
flow_42428,N/A,N/A,6,NORMAL,Normal,94.52,7473862.0,6.0,1
flow_42429,N/A,N/A,6,NORMAL,Normal,94.52,7470754.0,6.0,1
flow_42430,N/A,N/A,6,NORMAL,Normal,94.52,7470769.0,6.0,1
flow_42431,N/A,N/A,6,NORMAL,Normal,95.0,7004738.0,1375.0,1
flow_42432,N/A,N/A,6,NORMAL,Normal,95.0,7004817.0,1375.0,1
flow_42433,N/A,N/A,6,NORMAL,Normal,95.0,7000767.0,1375.0,1
flow_42434,N/A,N/A,6,NORMAL,Normal,94.52,6997414.0,6.0,1
flow_42435,N/A,N/A,6,NORMAL,Normal,95.0,21321270.0,1375.0,1
flow_42436,N/A,N/A,6,NORMAL,Normal,95.0,10573600.0,1375.0,1
flow_42437,N/A,N/A,6,NORMAL,Normal,95.0,10574656.0,1375.0,1
flow_42438,N/A,N/A,6,NORMAL,Normal,94.52,21313394.0,6.0,1
flow_42439,N/A,N/A,6,NORMAL,Normal,95.0,21318337.0,1375.0,1
flow_42440,N/A,N/A,6,NORMAL,Normal,95.0,10569265.0,1375.0,1
flow_42441,N/A,N/A,6,NORMAL,Normal,95.0,21319409.0,1375.0,1
flow_42442,N/A,N/A,6,NORMAL,Normal,95.0,21322437.0,1375.0,1
flow_42443,N/A,N/A,6,NORMAL,Normal,95.0,10573422.0,1375.0,1
flow_42444,N/A,N/A,6,NORMAL,Normal,95.0,10574700.0,1375.0,1
flow_42445,N/A,N/A,6,NORMAL,Normal,95.0,21318261.0,1375.0,1
flow_42446,N/A,N/A,6,NORMAL,Normal,95.0,21319262.0,1375.0,1
flow_42447,N/A,N/A,6,NORMAL,Normal,95.0,10569240.0,1375.0,1
flow_42448,N/A,N/A,6,NORMAL,Normal,95.0,21321358.0,1375.0,1
flow_42449,N/A,N/A,6,NORMAL,Normal,95.0,10574734.0,1375.0,1
flow_42450,N/A,N/A,6,NORMAL,Normal,95.0,21318265.0,1375.0,1
flow_42451,N/A,N/A,6,NORMAL,Normal,95.0,21321313.0,1375.0,1
flow_42452,N/A,N/A,6,NORMAL,Normal,95.0,10573408.0,1375.0,1
flow_42453,N/A,N/A,6,NORMAL,Normal,95.0,6090821.0,1375.0,1
flow_42454,N/A,N/A,6,NORMAL,Normal,93.57,72029095.0,11607.0,1
