packet_count,byte_count,duration,packet_rate,byte_rate,label,anomaly
6,2276,0.127103,102.2792538,44460.00488,Normal,1
2,12,0.064098,31.2022216,187.2133296,Normal,1
7,1625,1.38277,10.12460496,3611.591226,Normal,1
7,2283,1.285804,11.66585265,4400.359619,Normal,1
2,12,0.068636,29.13922723,174.8353634,Normal,1
25,1163,0.199873,295.187444,294662.1104,Normal,1
7,1654,0.511862,25.39747041,9815.145488,Normal,1
2,12,0.022884,87.39730816,524.383849,Normal,1
24,1158,0.319792,171.9867914,184157.2022,Normal,1
7,1654,0.62134,22.53194708,8085.750153,Normal,1
1,6,0.023921,83.60854479,501.6512688,Normal,1
2,12,0.066386,30.12683397,180.7610038,Normal,1
2,12,0.02168,92.25092251,553.5055351,Normal,1
25,1163,0.182021,318.644552,323600.0242,Normal,1
2,12,0.02167,92.29349331,553.7609599,Normal,1
7,1652,0.410694,34.0886402,12228.08222,Normal,1
26,1170,0.187719,314.2995648,313766.8536,Normal,1
7,1643,0.548541,25.52224902,9138.788167,Normal,1
1,6,0.02453,81.53281696,489.1969018,Normal,1
2,12,0.044747,44.69573379,268.1744028,Normal,1
1,6,0.023913,83.6365157,501.8190942,Normal,1
21,1754,0.190296,273.2585025,314221.0031,Normal,1
7,3636,0.395837,37.89438582,19093.71787,Normal,1
2,12,0.022512,88.84150675,533.0490405,Normal,1
2,12,0.021506,92.99730308,557.9838185,Normal,1
25,1778,0.311489,176.5712433,192026.0427,Normal,1
7,3632,0.498969,30.06198782,15139.21707,Normal,1
2,12,0.025966,77.02380035,462.1428021,Normal,1
1,6,0.024035,83.21198253,499.2718952,Normal,1
2,12,0.021603,92.5797343,555.4784058,Normal,1
24,1772,0.213657,248.0611447,279929.9812,Normal,1
2,12,0.02135,93.67681499,562.0608899,Normal,1
7,3642,0.498265,30.10446248,15180.67695,Normal,1
2,12,0.001,14388.48921,86330.93525,Normal,1
2,12,0.001,14388.48921,86330.93525,Normal,1
6,611,5.656471,1.767886727,134.3593912,Normal,1
6,611,5.656404,1.767907667,134.3609827,Normal,1
6,611,5.657083,1.767695471,134.3448558,Normal,1
12,984,65.113095,0.383947346,25.1408722,Normal,1
12,980,65.111778,0.383955112,25.0799479,Normal,1
14,1432,65.660602,0.426435323,38.86653369,Normal,1
1,6,0.024591,81.33056809,487.9834086,Normal,1
1,6,0.024515,81.58270447,489.4962268,Normal,1
2,12,0.025266,118.7366421,712.4198528,Normal,1
1,6,0.024076,83.07027745,498.4216647,Normal,1
12,72,110.360774,0.217468573,0.652405718,Normal,1
12,72,110.331125,0.217527012,0.652581037,Normal,1
8,655,5.59143,2.324986631,604.4965241,Normal,1
13,6875,6.649011,4.511949221,2772.442398,Normal,1
13,6907,6.038899,5.133386069,3063.141145,Normal,1
4,64,0.001,11560.69364,184971.0983,Normal,1
7,187,63.722435,0.156930601,4.472522119,Normal,1
3,0,5.335862,0.749644575,0.0,Normal,1
17,301,115.72407,0.276519829,35.91301274,Normal,1
25,4599,115.228627,0.468633545,263.0162381,Normal,-1
29,376,115.293794,0.51173613,281.7844645,Normal,-1
18,2796,115.536396,0.294279562,50.05349137,Normal,1
7,599,5.26567,2.089002919,142.6219266,Normal,1
22,814,115.422342,0.346553356,42.81666716,Normal,1
32,13756,118.020267,0.51686038,182.5788108,Normal,-1
41,20257,112.423382,0.702700796,265.096099,Normal,-1
2,12,0.001,666666.6667,4000000.0,Normal,-1
15,751,65.501618,0.458003953,75.64698631,Normal,1
10,592,65.191587,0.306788052,17.67099181,Normal,1
4,477,5.395633,1.482680531,187.3737521,Normal,1
3,0,6.022502,0.664175786,0.0,Normal,1
1,0,0.086961,22.99881556,0.0,Normal,1
4,423,5.08808,1.572302322,162.143677,Normal,1
3,0,5.777169,0.692380645,0.0,Normal,1
4,1301,9.488455,0.843129888,179.4812749,Normal,1
1,0,0.043702,45.7644959,0.0,Normal,1
1,0,0.056462,35.42205377,0.0,Normal,1
16,1422,115.391166,0.251319065,21.41411761,Normal,1
3,0,5.753416,0.695239141,0.0,Normal,1
23,1341,118.648029,0.387701341,121.2325238,Normal,1
3,0,5.780586,0.691971368,0.0,Normal,1
3,0,5.757647,0.694728246,0.0,Normal,1
3,0,5.757628,0.694730538,0.0,Normal,1
16,304,115.141816,0.260548262,8.354914256,Normal,1
16,302,115.141822,0.260548248,8.545982536,Normal,1
16,302,115.14185,0.260548185,8.545980458,Normal,1
16,1058,115.255052,0.260292278,11.9040335,Normal,1
21,705,115.610736,0.328689197,58.16068847,Normal,1
20,1033,115.243338,0.312382482,26.48309267,Normal,1
31,756,115.319594,0.572322514,347.8333439,Normal,-1
30,756,115.31919,0.528966601,287.6190858,Normal,-1
37,992,115.25521,0.702788186,472.4124836,Normal,-1
435,1944,119.320507,12.31975992,18924.86092,Normal,-1
203,1381,119.256201,6.548925703,8043.154083,Normal,-1
25,1492,119.371318,0.376974978,77.35526553,Normal,1
17,1183,115.401916,0.277291757,22.01003318,Normal,1
22,823,115.833469,0.336690253,59.52511014,Normal,1
20,823,115.842932,0.310765615,59.52024764,Normal,1
20,1247,115.565596,0.3028583,23.99503049,Normal,1
18,939,117.295232,0.281341359,14.41661329,Normal,1
18,947,117.192711,0.281587479,14.49748867,Normal,1
20,1426,117.295224,0.306917867,21.77411759,Normal,1
10,352,5.53386,2.710585378,996.5918907,Normal,1
9,352,5.533704,2.710661792,996.6199855,Normal,1
10,352,5.525603,2.533660127,998.0811144,Normal,1
9,352,5.526123,2.533421714,997.9871964,Normal,1
2,12,0.001,666666.6667,4000000.0,Normal,-1
2,12,0.001,41666.66667,250000.0,Normal,1
2,12,0.001,500000.0,3000000.0,Normal,1
25,721,115.248647,0.442521464,186.4056591,Normal,1
3,0,5.547868,0.720997688,0.0,Normal,1
141,979,116.294896,2.605445384,2355.30543,Normal,-1
96,8486,110.478183,2.009446517,1515.39422,Normal,-1
3,0,5.755695,0.694963858,0.0,Normal,1
21,2975,118.198367,0.346874505,84.19744073,Normal,-1
3,12,5.714977,0.699915328,2.099745983,Normal,1
17,3043,89.995637,0.377796092,102.5827508,Normal,1
3,12,5.552167,0.720439425,2.161318274,Normal,1
13,2336,44.178456,0.543251217,84.79246083,Normal,1
20,1116,105.705622,0.368949156,45.71185438,Normal,1
20,1435,116.190112,0.301230452,20.04473496,Normal,1
25,1704,115.937784,0.396764527,49.19880132,Normal,1
3,12,5.162437,0.774827857,2.324483572,Normal,1
4,433,5.12206,1.561871591,210.8526647,Normal,1
1,6,0.001,222222.2222,1333333.333,Normal,1
1,6,0.039206,51.01260011,306.0756007,Normal,1
25,2610,118.497466,0.371315957,59.79874709,Normal,-1
22,2175,118.497408,0.345999129,43.53681728,Normal,1
22,1774,119.287562,0.343707251,63.7786528,Normal,1
3,0,5.714965,0.699916797,0.0,Normal,1
18,870,118.112657,0.279394274,19.99785679,Normal,1
16,520,115.231385,0.260345738,8.955893397,Normal,1
16,528,115.231363,0.260345788,9.02532065,Normal,1
49,7303,66.313053,1.673878595,545.2471024,Normal,-1
12,521,0.467124,42.81518398,10138.63557,Normal,1
39,1233,117.351633,0.647626267,318.8025513,Normal,-1
16,335,115.25507,0.260292237,3.913059963,Normal,1
3,0,5.10785,0.783108353,0.0,Normal,1
10,535,0.169084,100.5417426,27566.18012,Normal,1
40,4463,62.873945,1.41553071,400.3407135,Normal,-1
11,510,0.490052,36.73079592,10035.66968,Normal,1
3,0,5.880182,0.680251053,0.0,Normal,1
16,797,115.300497,0.260189685,11.19682945,Normal,1
10,508,0.132211,128.5823419,35065.16099,Normal,1
3,0,5.838922,0.685057961,0.0,Normal,1
16,477,115.224653,0.260360949,8.591911316,Normal,1
16,462,115.224626,0.26036101,8.461732824,Normal,1
10,528,0.198224,85.76156268,23619.74332,Normal,1
19,1348,117.634765,0.331534645,105.2324965,Normal,1
9,499,0.102952,135.9857021,41203.66773,Normal,1
3,0,5.13488,0.778986072,0.0,Normal,1
18,878,116.533073,0.283181411,22.53437528,Normal,1
25,2252,64.260381,0.902577904,135.9313447,Normal,1
10,509,0.216682,83.0710442,21580.01126,Normal,1
10,509,0.216909,82.98410854,21557.42731,Normal,1
3,12,5.665166,0.706069337,2.11820801,Normal,1
6,792,30.075145,0.365750523,37.50605359,Normal,1
3,437,0.132331,52.89765815,9793.623565,Normal,1
2,0,0.001337,1495.886313,0.0,Normal,1
2,0,0.001,2534.854246,0.0,Normal,1
3,438,0.048308,144.9035356,26869.25561,Normal,1
3,437,1.038561,6.740095189,1247.880481,Normal,1
2,0,0.003972,503.5246727,0.0,Normal,1
3,689,0.112543,44.42746328,9747.385444,Normal,1
3,12,5.166517,0.774215976,2.322647927,Normal,1
1,6,0.046441,43.0653948,258.3923688,Normal,1
13,650,0.001,812500.0,40600000.0,Normal,-1
2,68,0.097019,41.22903761,1814.077655,Normal,1
2,68,0.072343,55.2921499,4202.203392,Normal,1
2,80,0.062914,63.57885367,5881.043965,Normal,1
2,60,0.024074,166.1543574,10301.57016,Normal,1
2,66,0.05045,79.2864222,3171.456888,Normal,1
2,86,0.001,16194.33198,1149797.571,Normal,1
2,70,0.001,15564.20233,964980.5447,Normal,1
2,84,0.001,12048.19277,939759.0361,Normal,1
2,72,0.02399,166.7361401,12755.31471,Normal,1
2,82,0.10456,38.25554705,3156.082632,Normal,1
2,72,0.072045,55.52085502,4969.116524,Normal,1
2,72,0.074297,53.83797462,2315.032908,Normal,1
2,72,0.048217,82.95829272,6221.871954,Normal,1
2,84,0.001,15037.59398,1082706.767,Normal,1
2,66,0.047907,83.4951051,6011.647567,Normal,1
2,72,0.074575,53.63727791,2306.40295,Normal,1
2,78,0.047152,84.83203258,5810.994231,Normal,1
2,78,0.049812,80.30193528,4858.267084,Normal,1
2,86,0.001,19900.49751,1532338.308,Normal,1
2,72,0.09745,41.04669061,2360.18471,Normal,1
2,60,0.049219,81.26942847,5770.129422,Normal,1
2,82,0.119306,33.52723249,2497.778821,Normal,1
2,74,0.050628,79.00766374,4977.482816,Normal,1
2,74,0.127868,31.28225983,1783.08881,Normal,1
2,72,0.048502,82.47082595,6185.311946,Normal,1
2,54,0.001,11019.28375,655647.3829,Normal,1
2,54,0.001,20725.3886,1222797.927,Normal,1
2,72,0.06013,66.52253451,5621.154166,Normal,1
2,80,0.025044,159.7188947,13496.24661,Normal,1
2,70,0.02388,167.5041876,7202.680067,Normal,1
2,96,0.001,21505.37634,1483870.968,Normal,1
2,84,0.050861,78.64572069,4954.680403,Normal,1
2,74,0.047949,83.42196918,5213.873073,Normal,1
2,60,0.095356,41.94806829,3649.481941,Normal,1
2,90,0.023993,166.715292,10836.49398,Normal,1
2,60,0.070446,56.78108054,6756.948585,Normal,1
2,74,0.02467,162.1402513,11430.88772,Normal,1
2,74,0.001,13698.63014,1897260.274,Normal,1
2,84,0.001532,2610.966057,143603.1332,Normal,1
2,88,0.024523,163.1121804,8481.833381,Normal,1
2,76,0.047293,84.57911319,7400.672404,Normal,1
2,76,0.071792,55.71651437,3092.266548,Normal,1
2,88,0.048676,82.17602104,3615.744926,Normal,1
2,82,0.024731,161.7403259,13262.70672,Normal,1
2,90,0.048733,82.07990479,4678.554573,Normal,1
2,82,0.02435,164.2710472,14784.39425,Normal,1
2,74,0.060485,66.13209887,4926.841366,Normal,1
2,96,0.001,16393.44262,1491803.279,Normal,1
2,74,0.024495,163.2986324,12410.69606,Normal,1
2,82,0.076724,52.13492519,3258.432824,Normal,1
2,60,0.001,14814.81481,918518.5185,Normal,1
2,90,0.001,15503.87597,2372093.023,Normal,1
2,60,0.001,14234.87544,1010676.157,Normal,1
2,70,0.024124,165.8099818,9451.16896,Normal,1
2,74,0.067279,59.45391578,4102.320189,Normal,1
2,90,0.001,16194.33198,1951417.004,Normal,1
2,76,0.024608,162.5487646,20074.77243,Normal,1
2,76,0.061246,65.31038762,11200.73148,Normal,1
2,82,0.084371,47.40965498,5997.321354,Normal,1
2,70,0.023675,168.9545935,7265.047518,Normal,1
2,72,0.001161,3445.305771,273901.8088,Normal,1
2,74,0.077097,51.88269323,2749.782741,Normal,1
2,74,0.02394,167.0843776,12698.4127,Normal,1
2,82,0.001,19512.19512,1639024.39,Normal,1
2,72,0.047607,84.02125738,6175.562417,Normal,1
2,72,0.084383,47.40291291,5001.007312,Normal,1
2,70,0.001,18018.01802,774774.7748,Normal,1
2,70,0.001,42553.19149,2425531.915,Normal,1
2,72,0.024014,166.5695011,16656.95011,Normal,1
2,72,0.001,18779.34272,1023474.178,Normal,1
2,88,0.061361,65.18798585,5769.136748,Normal,1
2,82,0.001,23809.52381,1571428.571,Normal,1
2,72,0.001691,2365.464222,109994.0863,Normal,1
2,88,0.085772,46.63526559,2634.892506,Normal,1
2,76,0.001,16129.03226,1733870.968,Normal,1
2,70,0.189965,21.05651041,1421.314453,Normal,1
2,54,0.001,13029.31596,775244.2997,Normal,1
2,68,0.186769,21.41683042,1445.636053,Normal,1
2,94,0.049996,80.00640051,6000.480038,Normal,1
2,74,0.060621,65.98373501,3497.137955,Normal,1
2,64,0.001,13986.01399,1412587.413,Normal,1
2,86,0.001,14388.48921,1043165.468,Normal,1
2,54,0.001,18957.34597,1127962.085,Normal,1
2,54,0.001,16194.33198,955465.587,Normal,1
2,74,0.033676,118.7789524,9027.20038,Normal,1
2,104,0.068175,58.67253392,4165.749908,Normal,1
2,62,0.001,18691.58879,1476635.514,Normal,1
2,64,0.001,18433.17972,1474654.378,Normal,1
2,54,0.001,14814.81481,874074.0741,Normal,1
2,76,0.001,15564.20233,2178988.327,Normal,1
2,64,0.001,12307.69231,492307.6923,Normal,1
2,68,0.059948,66.72449456,3769.933943,Normal,1
2,68,0.059939,66.73451342,4170.907089,Normal,1
2,68,0.221343,18.07149989,1075.254243,Normal,1
2,94,0.048992,81.64598302,6613.324624,Normal,1
2,70,0.163154,24.51671427,1458.744499,Normal,1
2,88,0.023945,167.0494884,8686.573397,Normal,1
2,54,0.001,20000.0,1180000.0,Normal,1
2,88,0.051042,78.36683516,3448.140747,Normal,1
2,62,0.001,14598.54015,1459854.015,Normal,1
2,86,0.001,11904.7619,934523.8095,Normal,1
2,86,0.001,16326.53061,1012244.898,Normal,1
2,86,0.024118,165.8512314,8955.966498,Normal,1
2,64,0.001,11976.0479,550898.2036,Normal,1
2,54,0.001,9501.187648,565320.6651,Normal,1
2,104,0.031537,126.835146,10019.97654,Normal,1
2,72,0.051055,78.34688081,3799.82372,Normal,1
2,68,0.024363,164.1833928,7798.71116,Normal,1
2,58,0.001,14981.27341,823970.0375,Normal,1
2,68,0.023892,167.4200569,13309.89453,Normal,1
2,62,0.023875,167.539267,12146.59686,Normal,1
2,58,0.192743,20.75302346,975.3921024,Normal,1
2,78,0.024069,166.1888737,9555.860235,Normal,1
2,74,0.151105,26.47165878,2038.317726,Normal,1
2,62,0.062744,63.75111564,2486.29351,Normal,1
2,70,0.001,20833.33333,1229166.667,Normal,1
2,80,0.027159,147.2808277,7069.47973,Normal,1
2,68,0.024393,163.9814701,22629.44287,Normal,1
2,70,0.025104,159.3371574,12428.29828,Normal,1
2,76,0.240586,16.62607134,1554.537671,Normal,1
2,76,0.025983,153.9468114,11853.90448,Normal,1
2,66,0.051716,77.34550236,5994.276433,Normal,1
2,68,0.001,14705.88235,1264705.882,Normal,1
2,72,0.047855,83.5858322,6394.316163,Normal,1
2,76,0.050885,78.6086273,3891.127051,Normal,1
2,68,0.148096,27.00950735,5118.301642,Normal,1
2,56,0.176282,22.69091569,1565.673183,Normal,1
2,74,0.051351,77.89526981,4478.978014,Normal,1
2,70,0.023848,167.72895,7212.344851,Normal,1
2,72,0.049664,80.54123711,4550.579897,Normal,1
2,70,0.024823,161.1408774,16436.3695,Normal,1
2,68,0.033783,118.4027469,10360.24036,Normal,1
2,76,0.168393,23.75395652,2411.026587,Normal,1
2,60,0.202449,19.75806252,1274.395033,Normal,1
2,80,0.001,23809.52381,1404761.905,Normal,1
2,60,0.048784,81.99409643,3894.71958,Normal,1
2,66,0.079484,50.32459363,3271.098586,Normal,1
2,62,0.026142,153.0104812,10940.24941,Normal,1
2,70,0.023915,167.2590424,13547.98244,Normal,1
2,90,0.001,11730.20528,1888563.05,Normal,1
2,66,0.049079,81.50125308,11532.42731,Normal,1
2,78,0.096867,41.29373264,3633.848473,Normal,1
2,60,0.025235,158.5100059,6023.380226,Normal,1
2,90,0.050885,78.6086273,7467.819593,Normal,1
2,68,0.02471,161.8777823,11978.95589,Normal,1
2,72,0.051359,77.88313635,3777.332113,Normal,1
2,70,0.001,22099.44751,950276.2431,Normal,1
2,60,0.156691,25.52794991,1391.27327,Normal,1
2,60,0.072857,54.90206844,4419.616509,Normal,1
2,60,0.049639,80.5818006,5358.68974,Normal,1
2,90,0.001,14234.87544,2647686.833,Normal,1
2,60,0.149591,26.73957658,4518.988442,Normal,1
2,78,0.128225,31.19516475,1746.929226,Normal,1
2,58,0.062341,64.16323126,4298.936494,Normal,1
2,98,0.070778,56.51473622,4662.465738,Normal,1
2,66,0.025512,156.7889621,11132.01631,Normal,1
2,80,0.025622,156.115838,11474.51409,Normal,1
2,62,0.062657,63.83963484,4532.614073,Normal,1
2,70,0.060559,66.05128883,5482.256973,Normal,1
2,68,0.001,18264.84018,767123.2877,Normal,1
2,64,0.001,18779.34272,1183098.592,Normal,1
2,56,0.097182,41.15988558,5474.264782,Normal,1
2,76,0.001,22857.14286,1314285.714,Normal,1
2,98,0.047993,83.34548788,6209.238847,Normal,1
2,66,0.001,17543.85965,1035087.719,Normal,1
2,64,0.182091,21.96703846,1889.165307,Normal,1
2,80,0.095829,41.74101785,2546.202089,Normal,1
2,90,0.140959,28.37704581,2241.786619,Normal,1
2,62,0.024743,161.6618842,13660.42921,Normal,1
2,72,0.050142,79.77344342,4507.199553,Normal,1
2,60,0.047862,83.57360745,4638.335214,Normal,1
2,58,0.061673,64.85820375,3956.350429,Normal,1
2,70,0.038868,102.9124215,9107.749305,Normal,1
2,78,0.024244,164.9892757,8166.969147,Normal,1
2,80,0.070353,56.85613975,3923.073643,Normal,1
2,74,0.170502,23.46013536,1536.638866,Normal,1
2,70,0.001,15810.27668,1320158.103,Normal,1
2,80,0.025792,155.0868486,13880.27295,Normal,1
2,56,0.100894,39.64556862,1803.873372,Normal,1
2,70,0.001,20942.40838,1026178.01,Normal,1
2,56,0.129105,30.9825336,1409.705279,Normal,1
2,56,0.228177,17.53025064,937.8684092,Normal,1
2,60,0.030059,133.0716258,15768.98766,Normal,1
2,62,0.061468,65.07451031,4099.69415,Normal,1
2,64,0.001,24691.35802,987654.321,Normal,1
2,74,0.259661,15.40470074,1309.399563,Normal,1
2,56,0.075998,52.63296403,2815.863575,Normal,1
2,70,0.085665,46.69351544,8895.114691,Normal,1
2,64,0.120277,33.25656609,4988.484914,Normal,1
2,62,0.025078,159.5023527,6220.591754,Normal,1
2,60,0.099895,40.04204415,4204.414635,Normal,1
2,66,0.149192,26.81108907,1675.693067,Normal,1
2,76,0.059847,66.83710127,6215.850419,Normal,1
2,72,0.050136,79.78299027,3550.343067,Normal,1
2,68,0.062227,64.28077844,4628.216048,Normal,1
2,80,0.027691,144.4512658,11628.32689,Normal,1
2,68,0.061097,65.46966299,4091.853937,Normal,1
2,70,0.025328,157.9279848,11686.67088,Normal,1
2,66,0.10777,37.11608054,2022.82639,Normal,1
2,62,0.050306,79.51337813,4572.019242,Normal,1
2,66,0.054073,73.97407209,8359.070146,Normal,1
2,80,0.16965,23.57795461,1202.475685,Normal,1
2,92,0.001,12232.4159,801223.2416,Normal,1
2,72,0.076909,52.00951774,4654.851838,Normal,1
2,58,0.02735,146.2522852,5411.334552,Normal,1
2,68,0.001,14440.43321,1314079.422,Normal,1
2,76,0.047349,84.47908087,7391.919576,Normal,1
2,60,0.001,11299.43503,802259.887,Normal,1
2,60,0.047466,84.2708465,6825.938567,Normal,1
2,68,0.001,17241.37931,2112068.966,Normal,1
2,70,0.068692,58.23094392,4250.858906,Normal,1
2,74,0.088733,45.0790574,3831.719879,Normal,1
2,58,0.001,21739.13043,1217391.304,Normal,1
2,70,0.047214,84.72063371,6862.371331,Normal,1
2,60,0.001,13605.44218,843537.415,Normal,1
2,58,0.001,12658.22785,784810.1266,Normal,1
2,80,0.001,18348.62385,1266055.046,Normal,1
2,68,0.060522,66.09166915,4725.554344,Normal,1
2,76,0.09666,41.38216429,4655.493482,Normal,1
2,58,0.027575,145.0589302,10516.77244,Normal,1
2,76,0.061427,65.11794488,4493.138197,Normal,1
2,60,0.001,20512.82051,2071794.872,Normal,1
2,76,0.02469,162.0089105,12393.68165,Normal,1
2,76,0.024699,161.9498765,17571.5616,Normal,1
2,92,0.001,7518.796992,657894.7368,Normal,1
2,60,0.001,20100.50251,1628140.704,Normal,1
2,62,0.024438,163.6795155,12030.44439,Normal,1
2,60,0.124619,32.0978342,3241.881254,Normal,1
2,76,0.049073,81.51121798,3749.516027,Normal,1
2,80,0.001,14388.48921,1345323.741,Normal,1
2,74,0.16268,24.58814851,2692.402262,Normal,1
2,76,0.132035,30.29499754,2438.747302,Normal,1
2,72,0.024232,165.0709805,12132.71707,Normal,1
2,62,0.061157,65.40543192,6213.516033,Normal,1
2,76,0.061788,64.73748948,5988.217777,Normal,1
2,68,0.02466,162.2060016,10705.59611,Normal,1
2,62,0.098078,40.7838659,3425.844736,Normal,1
2,58,0.001,7407.407407,459259.2593,Normal,1
2,60,0.001,14869.88848,1501858.736,Normal,1
2,78,0.024914,160.5522999,17580.47684,Normal,1
2,76,0.164389,24.33252833,2104.763701,Normal,1
2,72,0.024209,165.2278078,13879.13586,Normal,1
2,60,0.001,18018.01802,1459459.459,Normal,1
2,72,0.135542,29.51114784,3260.981836,Normal,1
2,58,0.001,8350.730689,467640.9186,Normal,1
2,72,0.025273,158.2716733,17172.47656,Normal,1
2,76,0.260538,15.3528468,1688.813148,Normal,1
2,62,0.091603,43.66669214,2620.001528,Normal,1
2,72,0.132544,30.17865765,2369.024626,Normal,1
2,78,0.024362,164.1901322,14530.8267,Normal,1
2,60,0.193623,20.65870274,2551.349788,Normal,1
2,66,0.051261,78.03203215,5657.322331,Normal,1
2,62,0.048599,82.30622029,5061.832548,Normal,1
2,78,0.024454,163.5724217,14639.73174,Normal,1
2,82,0.048298,82.81916435,5673.112758,Normal,1
2,60,0.174916,22.86811955,3007.157721,Normal,1
2,66,0.025464,157.0845115,11310.08483,Normal,1
2,80,0.024567,162.8200431,13432.65356,Normal,1
2,58,0.043267,92.44921071,5639.401854,Normal,1
2,66,0.055395,72.20868309,5199.025183,Normal,1
2,56,0.049174,81.34379957,7483.62956,Normal,1
2,58,0.067616,59.15759584,4022.716517,Normal,1
2,70,0.001,23668.63905,1017751.479,Normal,1
2,78,0.123256,32.4527812,2742.260012,Normal,1
2,86,0.02448,163.3986928,13888.88889,Normal,1
2,60,0.050768,78.78978884,4924.361803,Normal,1
2,74,0.060718,65.87832274,4545.604269,Normal,1
2,78,0.025226,158.5665583,9117.577103,Normal,1
2,68,0.053706,74.47957398,5474.248687,Normal,1
2,68,0.246435,16.23146063,1598.798872,Normal,1
2,78,0.161581,24.75538584,2586.937821,Normal,1
2,74,0.001,14336.91756,1089605.735,Normal,1
2,80,0.049451,80.88815191,6430.608077,Normal,1
2,64,0.14668,27.27024816,2413.416962,Normal,1
2,74,0.001,18264.84018,1260273.973,Normal,1
2,62,0.073596,54.35077993,2255.557367,Normal,1
2,62,0.048501,82.47252634,3876.208738,Normal,1
2,68,0.024918,160.526527,13885.54459,Normal,1
2,80,0.030171,132.5776408,17301.38212,Normal,1
2,74,0.023526,170.0246536,12921.87367,Normal,1
2,56,0.06325,63.24110672,4363.636364,Normal,1
2,64,0.051086,78.29933837,5011.157656,Normal,1
2,56,0.073958,54.0847508,3299.169799,Normal,1
2,64,0.123809,32.30782899,2600.780234,Normal,1
2,86,0.065907,60.69158056,4976.709606,Normal,1
2,56,0.050721,78.86279845,5441.533093,Normal,1
2,82,0.04754,84.13967186,19225.91502,Normal,1
2,80,0.049607,80.63378152,6652.286976,Normal,1
2,80,0.052985,75.49306407,6190.431254,Normal,1
2,56,0.047962,83.39935782,10424.91973,Normal,1
2,58,0.04833,82.76432857,5048.624043,Normal,1
2,80,0.029837,134.0617354,8915.105406,Normal,1
2,58,0.032791,121.9846909,7441.066146,Normal,1
2,58,0.050442,79.29899687,4876.888307,Normal,1
2,80,0.029935,133.6228495,11023.88508,Normal,1
2,58,0.032789,121.9921315,7502.516088,Normal,1
2,80,0.025057,159.6360299,12611.24636,Normal,1
2,80,0.048438,82.57979272,6771.543003,Normal,1
2,72,0.051808,77.20815318,10268.68437,Normal,1
2,64,0.075011,53.32551226,3439.495541,Normal,1
2,58,0.082611,48.41970198,3776.736754,Normal,1
2,74,0.059913,66.7634737,3538.464106,Normal,1
2,66,0.048921,81.76447742,5887.042374,Normal,1
2,68,0.092762,43.12110563,4829.56383,Normal,1
2,86,0.001,20725.3886,1295336.788,Normal,1
2,58,0.126525,31.61430547,4489.231377,Normal,1
2,80,0.048982,81.66265159,6696.33743,Normal,1
2,70,0.001,18604.65116,1060465.116,Normal,1
2,60,0.049794,80.33096357,4980.519741,Normal,1
2,86,0.001,15936.25498,1346613.546,Normal,1
2,66,0.073633,54.3234691,4291.554059,Normal,1
2,74,0.062039,64.47557182,4190.912168,Normal,1
2,86,0.111171,35.98060645,3795.953981,Normal,1
2,68,0.048678,82.17264473,5998.603065,Normal,1
2,86,0.049253,81.21332711,6903.132804,Normal,1
2,86,0.025146,159.0710252,13600.57266,Normal,1
2,86,0.050027,79.95682332,6836.308393,Normal,1
2,68,0.241377,16.57158719,1897.446733,Normal,1
2,66,0.055467,72.11495123,5228.333964,Normal,1
2,72,0.076546,52.25615969,3605.675019,Normal,1
2,56,0.038439,104.0609797,6243.658784,Normal,1
2,62,0.047242,84.67042039,4191.185809,Normal,1
2,76,0.049667,80.53637224,6241.568849,Normal,1
2,80,0.047649,83.94719721,4029.465466,Normal,1
2,70,0.096088,41.6285072,3538.423112,Normal,1
2,80,0.001,13377.92642,1250836.12,Normal,1
2,68,0.107954,37.05281879,2000.852215,Normal,1
2,72,0.049057,81.53780296,5422.263897,Normal,1
2,68,0.001,20512.82051,861538.4615,Normal,1
2,64,0.048569,82.35705903,4611.995306,Normal,1
2,68,0.001,15810.27668,1051383.399,Normal,1
2,60,0.001,22099.44751,1370165.746,Normal,1
2,86,0.050639,78.99050139,6595.706866,Normal,1
2,86,0.067981,58.83996999,4412.997749,Normal,1
2,72,0.048352,82.72667108,8272.667108,Normal,1
2,56,0.048523,82.43513385,5688.024236,Normal,1
2,74,0.04912,81.43322476,6433.224756,Normal,1
2,80,0.001,16806.72269,1159663.866,Normal,1
2,94,0.02479,161.3553852,11052.84389,Normal,1
2,80,0.057793,69.21253439,5606.215286,Normal,1
2,86,0.051954,76.99118451,6351.772722,Normal,1
2,66,0.024139,165.7069473,9031.028626,Normal,1
2,94,0.174096,22.97582943,1757.650951,Normal,1
2,86,0.048641,82.23515142,6743.282416,Normal,1
2,60,0.001,14545.45455,1469090.909,Normal,1
2,78,0.095813,41.74798827,2504.879296,Normal,1
2,66,0.023774,168.2510305,12114.0742,Normal,1
2,66,0.062107,64.4049785,4025.311157,Normal,1
2,72,0.048908,81.78621084,6379.324446,Normal,1
2,74,0.171388,23.33885686,1855.439121,Normal,1
2,68,0.095257,41.99166465,3611.28316,Normal,1
2,86,0.062393,64.1097559,5481.38413,Normal,1
2,84,0.153994,25.97503799,2415.678533,Normal,1
2,76,0.048832,81.91349934,6307.33945,Normal,1
2,80,0.001,10554.08971,986807.3879,Normal,1
2,56,0.049115,81.44151481,2931.894533,Normal,1
2,64,0.04886,81.86655751,5730.659026,Normal,1
2,70,0.070136,57.03205201,6672.750086,Normal,1
